title,date,filter1,filter2,filter3,embedding
"Russia, eternally offended by the West: why it cannot become part of civilization",18-12-2025,0.398,0.422,0.321,"[-0.039065632969141006, -0.003291320987045765, 0.012314194813370705, -0.0529310368001461, -0.016338108107447624, -0.08160927146673203, 0.01432262733578682, 0.011671246029436588, -0.07744932174682617, -0.0834951400756836, -0.06730062514543533, 0.0961972028017044, 0.04920071363449097, 0.07940765470266342, -0.0025981857907027006, -0.045134082436561584, -0.03632623329758644, -0.02687307633459568, 0.008402086794376373, -0.011387765407562256, -0.08582007139921188, -0.04262687638401985, 0.09962799400091171, 0.04830143228173256, 0.02141392230987549, 0.023193053901195526, 0.06078577786684036, 0.01914863847196102, -0.009669330902397633, 0.04390649124979973, -0.012126595713198185, -0.028388919308781624, 0.0067548593506217, -0.0027340592350810766, -0.017895443364977837, 0.0010789174120873213, 0.039006054401397705, -0.037612684071063995, 0.014090701937675476, -0.02948438934981823, -0.007984752766788006, -0.06512392312288284, -0.050327081233263016, 0.09854064881801605, -0.004324703011661768, 0.02979215793311596, -0.03294577822089195, -0.045763589441776276, -0.0059867301024496555, -0.025269601494073868, 0.02925204299390316, 0.006353149656206369, -0.02961757406592369, -0.0163863692432642, 0.016426607966423035, 0.019656818360090256, 0.023551637306809425, 0.06274474412202835, -0.044545937329530716, 0.034503646194934845, 0.011214440688490868, -0.0747590959072113, 0.04307013377547264, -0.016521072015166283, 0.04323948547244072, 0.009610828012228012, -0.026252785697579384, 0.023685015738010406, -0.12659695744514465, 0.07401801645755768, 0.027265001088380814, 0.08650868386030197, -0.04209592193365097, -0.024319294840097427, -0.04504283145070076, -0.0386543869972229, 6.794949877075851e-05, 0.004740745294839144, -0.06723429262638092, 0.08890832215547562, 0.073972187936306, 0.023501230403780937, -0.0002818788052536547, 0.014765037223696709, -0.014237587340176105, -0.07063281536102295, 0.04211050271987915, -0.0888659656047821, -0.027915801852941513, -0.019638102501630783, -0.014203152619302273, 0.06647487729787827, 0.11064065992832184, -0.014933413825929165, 0.05232546105980873, 0.015558665618300438, -0.07714422047138214, 0.0008742907666601241, 0.051241304725408554, -0.03402566537261009, -0.03717382997274399, 0.00662218639627099, 0.0996461734175682, 0.011395672336220741, -0.05314162001013756, 0.007597848307341337, -0.07618889212608337, -0.030236007645726204, -0.06850465387105942, -0.07645443826913834, -0.0739808976650238, -0.06180761381983757, 0.03561597317457199, 0.011348191648721695, 0.05218382924795151, -0.05743183195590973, 0.04363153502345085, 0.006243138108402491, -0.060292333364486694, 0.0056879594922065735, 0.019144045189023018, 0.01752294972538948, -0.03828206658363342, 0.08261065930128098, 0.05007582902908325, -0.053497180342674255, 0.021462971344590187, -2.4465178214580406e-33, 0.03796461597084999, -0.012285856530070305, -0.022467533126473427, 0.04573678597807884, -0.10995256155729294, 0.03861621767282486, 0.013838146813213825, 0.03461983799934387, -0.03788300231099129, 0.003130715573206544, 0.0008571684593334794, 0.12045343220233917, -0.00996445119380951, -0.018330074846744537, 0.09650679677724838, 0.05065526068210602, 0.0215807743370533, 0.055342938750982285, 0.0865609422326088, 0.07993550598621368, 0.033637870103120804, 0.0485021248459816, -0.0429011806845665, 0.02847246266901493, -0.0008942755521275103, 0.014679833315312862, -0.05283818021416664, 0.03632381558418274, -0.003327366430312395, -0.07801955193281174, -0.06036145240068436, -0.01912330463528633, -0.10280194878578186, 0.07160475105047226, 0.005813903175294399, -0.009264135733246803, -0.005256106145679951, 0.03575822710990906, 0.020968321710824966, -0.0323641337454319, 0.02774556539952755, -0.04357987642288208, 0.02636650763452053, -0.11333806812763214, 0.11322204768657684, -0.022090816870331764, -0.02895822562277317, -0.018714742735028267, -0.0050474195741117, 0.025198545306921005, -0.04678274318575859, -0.015508832409977913, 0.045853860676288605, 0.030175385996699333, 0.00492049241438508, -0.02786298096179962, 0.03299706429243088, 0.07034764438867569, 0.025241542607545853, -0.02160237357020378, 0.019161663949489594, -0.08289468288421631, 0.006927860900759697, -0.028137939050793648, 0.02025097794830799, 0.09148118644952774, 0.11285237967967987, 0.0377364382147789, -0.07844513654708862, 0.12183348089456558, 0.011888856068253517, -0.06475644558668137, -0.12638835608959198, 0.042743779718875885, 0.03158321976661682, -0.01145125925540924, -0.05639168247580528, 0.033515557646751404, -0.04327331483364105, 0.0013842415064573288, -0.1160963624715805, 0.0117263188585639, 0.010082663968205452, -0.007173042744398117, 0.01840236224234104, 0.09321395307779312, 0.09084716439247131, -0.016410676762461662, 0.023584997281432152, 0.0478186197578907, -0.14169369637966156, -0.014849823899567127, 0.050500888377428055, 0.06385072320699692, -0.03789361193776131, -5.527899478808563e-34, 0.06267516314983368, -0.04969685897231102, -0.04216286912560463, 0.12362530082464218, -0.04909486696124077, 0.014293521642684937, -0.0032473872415721416, -0.052152544260025024, -0.046611785888671875, 0.03788537159562111, 0.12091983109712601, -0.07145488262176514, -0.006196204107254744, 0.009547900408506393, -0.01977451704442501, -0.01702820137143135, 0.030446359887719154, 0.02240556851029396, -0.09930665791034698, -0.028799276798963547, 0.0038857823237776756, 0.08069471269845963, -0.038544896990060806, -0.010508108884096146, -0.0254230797290802, 0.017077475786209106, 0.043059367686510086, -0.04364796727895737, -0.05119572952389717, 0.02021717093884945, -0.05201307311654091, -0.06479448080062866, 0.01967747136950493, 0.06114557385444641, 0.07249334454536438, 0.02044101059436798, -0.00030633440474048257, -0.021398304030299187, -0.05184447392821312, -0.029225870966911316, -0.025062382221221924, -0.02609703131020069, -0.05715523287653923, 0.08399752527475357, -0.01994183100759983, -0.010358964093029499, 0.003031892701983452, 0.006013126578181982, 0.06318660825490952, -0.04891997203230858, 0.04042000696063042, 0.04548261687159538, 0.008638618513941765, -0.035087887197732925, -0.06791090220212936, 0.010089508257806301, 0.06903566420078278, 0.040210314095020294, 0.04076046124100685, -0.011179662309587002, -0.024828864261507988, -0.04642095789313316, 0.0027642908971756697, -0.045424412935972214, -0.07636626809835434, -0.024662397801876068, 0.09972342103719711, 0.022509507834911346, 0.09543513506650925, -0.026816755533218384, 0.022233055904507637, 0.0332503579556942, 0.002334030345082283, 0.0755239725112915, 0.024723069742321968, 0.09816359728574753, -0.002090565161779523, 0.02442791312932968, 0.027912724763154984, 0.020716382190585136, 0.02360052429139614, -0.018569262698292732, 0.000778341549448669, -0.01801091805100441, -0.0282913688570261, 0.017681190744042397, -0.09283556789159775, -0.0977773517370224, 0.08473231643438339, -0.0600464753806591, -0.005748110357671976, -0.02092841826379299, -0.03730497881770134, 0.030907757580280304, -0.03990500792860985, -4.8642963434986086e-08, 0.018304109573364258, 0.07423508167266846, -0.03882724791765213, 0.09141556173563004, -0.12170969694852829, -0.048891667276620865, 0.0604134202003479, -0.08375322073698044, -0.10273723304271698, 0.0760795995593071, -0.05402856692671776, -0.04211503639817238, 0.02302628383040428, 0.08601012825965881, -0.030945705249905586, -0.0581667460501194, -0.0057738893665373325, -0.02883978933095932, 0.00472005270421505, 0.09038470685482025, 0.04891723021864891, -0.02372771129012108, -0.021667467430233955, -0.06566230207681656, -0.05804258584976196, -0.041988249868154526, -0.04293455928564072, -0.04694574698805809, 0.005244212690740824, 0.02788456715643406, 0.09323519468307495, -0.1303917020559311, -0.011681041680276394, -0.006602301727980375, 0.04299143701791763, -0.07029009610414505, 0.004294472746551037, 0.0457102507352829, 0.013492572121322155, -0.08552426099777222, 0.008247113786637783, 0.026342693716287613, 0.02024051733314991, -0.0003409339697100222, -0.009737707674503326, -0.011484418995678425, 0.014063852839171886, 0.014872253872454166, 0.008458984084427357, 0.06033036857843399, 0.037304315716028214, 0.09741441160440445, -0.015991773456335068, -0.052709754556417465, -0.036829717457294464, 0.024327078834176064, 0.07411341369152069, -0.014517941512167454, -0.0370318740606308, -0.004825802054256201, -0.004434891976416111, -0.030502019450068474, -0.03457199037075043, -0.0947875902056694]"
"Russia, eternally offended by the West: why it cannot become part of civilization",18-12-2025,0.401,0.42,0.334,"[0.019366508349776268, 0.01371205598115921, 0.011995031498372555, 0.009707595221698284, 0.05413069203495979, -0.033578526228666306, 0.019030846655368805, 0.03793857619166374, -0.047201577574014664, -0.043595679104328156, -0.0469362773001194, 0.04556163027882576, 0.08222997933626175, 0.0986422672867775, -0.020261581987142563, -0.032625962048769, -0.004114761017262936, -0.10954396426677704, 0.025169607251882553, -0.01247275248169899, -0.11973058432340622, -0.05685267969965935, 0.14665557444095612, 0.048765625804662704, -0.005431496538221836, 0.03520084172487259, 0.05962016060948372, -0.03290858119726181, -0.037352558225393295, 0.08188382536172867, -0.05617058649659157, -0.018233846873044968, -0.005403872579336166, 0.009753793478012085, -0.0266391821205616, 0.003124058712273836, 0.025451723486185074, -0.041004009544849396, 0.021407751366496086, -0.030179619789123535, 0.0017964422004297376, -0.05269637703895569, -0.011090091429650784, 0.13884076476097107, 0.019049545750021935, 0.009940681979060173, 0.000490818580146879, -0.05772239342331886, -0.015391412191092968, 0.014049236662685871, 0.06034664437174797, 0.02667815610766411, -0.03870290145277977, 0.020980453118681908, 0.05016951635479927, -0.07010331004858017, 0.037376757711172104, 0.043617330491542816, -0.037209320813417435, 0.036539360880851746, 0.06589289009571075, -0.06440778821706772, 0.01298619993031025, -0.11079555749893188, 0.00035615594242699444, -0.0008719453471712768, -0.00540037639439106, 0.05835586413741112, -0.09098662436008453, 0.023373965173959732, 0.02194812335073948, 0.05657709017395973, -0.0814940482378006, -0.033356234431266785, -0.06764467805624008, -0.05255952477455139, -0.03443893790245056, 0.023660285398364067, -0.0302111878991127, 0.02621319890022278, 0.13504540920257568, 0.031114213168621063, -0.007380970288068056, -0.011594007723033428, 0.004423009697347879, -0.030439646914601326, 0.03661882132291794, -0.11660892516374588, -0.022395577281713486, -0.009660414420068264, 0.0071113696321845055, 0.016797514632344246, 0.09509994834661484, -0.0014424873515963554, 0.09588877856731415, 0.009719561785459518, -0.06391288340091705, 0.003886522026732564, 0.0398288369178772, 0.008305557072162628, -0.010335379280149937, -0.041782867163419724, 0.05904291942715645, 0.042184971272945404, -0.08195174485445023, -0.009342975914478302, -0.05926055461168289, -0.006167510058730841, -0.049450766295194626, -0.1029416173696518, -0.07641173899173737, 0.00678199203684926, 0.02239948883652687, -0.011345219798386097, 0.0465066134929657, -0.052681032568216324, 0.028869183734059334, 0.017398472875356674, -0.025302251800894737, -0.027728542685508728, 0.014405184425413609, 0.021864082664251328, -0.04497706890106201, 0.10102952271699905, 0.06313072890043259, -0.10005378723144531, -0.034548480063676834, 9.044473022062498e-34, 0.04557230323553085, 0.016857394948601723, -0.004245431628078222, 0.04674724116921425, -0.1291683465242386, 0.00876727607101202, -0.0063222432509064674, -0.01913393661379814, -0.04474927857518196, 0.01451093889772892, 0.03296578302979469, 0.05331188440322876, -0.0071140481159091, -0.03381706029176712, 0.11708462983369827, -0.01023106463253498, -0.024543926119804382, 0.05903398245573044, 0.0861932709813118, 0.040325015783309937, -0.0049040792509913445, 0.04304822161793709, 0.012171127833425999, 0.019836850464344025, -0.01678330823779106, 0.010783431120216846, -0.06555552780628204, 0.04052962735295296, 0.046160660684108734, -0.03525341674685478, 0.005267865024507046, -0.02373552694916725, -0.07492126524448395, 0.022691939026117325, -0.025790533050894737, -0.006764799822121859, -0.03886239230632782, -0.04051108658313751, 0.022637948393821716, -0.048286035656929016, 0.05578729882836342, -0.04797608032822609, -0.018157275393605232, -0.0073422715067863464, 0.06405986845493317, -0.021431952714920044, -0.029999978840351105, -0.011851197108626366, -0.06595015525817871, 0.031239697709679604, -0.08804021030664444, 0.027463708072900772, 0.0038791659753769636, -0.000286125490674749, -0.05475258827209473, -0.0729423463344574, 0.037840764969587326, 0.03773600980639458, -0.008808586746454239, -0.029188141226768494, 0.015971854329109192, -0.0483703538775444, 0.07270731031894684, 0.01571444422006607, -0.0007960795192047954, 0.03890223056077957, 0.04446563124656677, 0.0771017074584961, -0.049667879939079285, 0.10716409236192703, 0.034881286323070526, -0.07946854829788208, -0.07401232421398163, 0.053975705057382584, 0.044640809297561646, 0.005394954700022936, -0.049695391207933426, 0.042835723608732224, -0.08720409870147705, -0.014258453622460365, -0.08407776802778244, 0.0742669552564621, 0.02956381067633629, 0.011213656514883041, 0.04052671417593956, 0.07166477292776108, 0.05993866175413132, -0.0847344622015953, -0.012105867266654968, 0.028228873386979103, -0.1462996006011963, -0.029609601944684982, 0.0688742846250534, 0.049675434827804565, -0.023493800312280655, -3.15746709041093e-33, 0.1051848977804184, -0.0537424236536026, -0.031497783958911896, 0.00035066812415607274, -0.030779428780078888, -0.018738340586423874, -0.04176719859242439, 0.0008197309216484427, -0.06734554469585419, 0.07392583042383194, 0.07245177030563354, -0.06669461727142334, -0.07455389201641083, 0.0012834572698920965, 0.022670947015285492, -0.04721508547663689, 0.04850873723626137, 0.0673375278711319, -0.10670826584100723, -0.043258797377347946, 0.013129165396094322, 0.04706272855401039, -0.024608779698610306, 0.0261977706104517, -0.01609215699136257, 0.03314407169818878, 0.01978137716650963, -0.04792344570159912, -0.022623399272561073, 0.015553060919046402, -0.11623512953519821, -0.0143082020804286, -0.010426854714751244, 0.036823466420173645, -0.008584842085838318, 0.005037623457610607, -0.0071404497139155865, -0.017815668135881424, -0.06251431256532669, -0.04402092471718788, -0.011169368401169777, 0.022236594930291176, -0.03325670212507248, 0.08178162574768066, -0.02816830947995186, -0.0007264816085807979, 0.0663992241024971, 0.06933502107858658, 0.08143849670886993, -0.027892354875802994, 0.08838590234518051, -0.00054120336426422, 0.07070131599903107, -0.07935521006584167, -0.06767531484365463, 0.017527177929878235, -0.05197163298726082, 0.056064408272504807, 0.054616909474134445, -0.021947842091321945, -0.028830017894506454, 0.005600908305495977, 0.07078544795513153, -0.03344305604696274, -0.11006437987089157, -0.03851209580898285, 0.08457024395465851, 0.038125552237033844, 0.09828753769397736, -0.06878290325403214, -0.035930998623371124, 0.013459937646985054, 0.014118069782853127, 0.12554551661014557, 0.021845636889338493, 0.10318124294281006, -0.02006819099187851, 0.02885499782860279, 0.03457524999976158, 0.016392996534705162, 0.014267276972532272, -0.030356809496879578, -0.04301474615931511, 0.0027241718489676714, 0.007702990435063839, -0.017273731529712677, -0.02604757808148861, -0.06008482351899147, 0.05974488705396652, -0.0847858414053917, -0.04173071309924126, -0.07983263581991196, -0.0009134801221080124, 0.0721857100725174, -0.0112715233117342, -5.0741896018280386e-08, 0.035403404384851456, 0.04557618126273155, -0.023208200931549072, 0.039878036826848984, -0.07179057598114014, 0.0026934512425214052, 0.047065138816833496, -0.032212670892477036, -0.05632498115301132, 0.059138353914022446, -0.04334196448326111, -0.04794973134994507, -0.041322093456983566, 0.05401948094367981, -0.09306386858224869, -0.005579195450991392, -0.030493704602122307, -0.007261756807565689, -0.02106883004307747, 0.043324947357177734, -0.004863855894654989, -0.05608682334423065, 0.012132884934544563, -0.014995713718235493, -0.02375221438705921, -0.009541306644678116, -0.04670783504843712, -0.029167648404836655, 0.021982213482260704, 0.045761238783597946, 0.14082112908363342, -0.10249185562133789, -0.08810079842805862, 0.033086616545915604, -0.0063897715881466866, -0.02441124990582466, -0.021636273711919785, 0.026208840310573578, -0.0001520410878583789, -0.041343964636325836, -0.015161684714257717, 0.04503253474831581, 0.024271326139569283, 0.06098714470863342, -0.03647417202591896, -0.04269632697105408, -0.07940983027219772, 0.027900174260139465, -0.03439886495471001, 0.06997901946306229, 0.0443614237010479, 0.05426758527755737, -0.01864389330148697, -0.021835533902049065, -0.04750734195113182, 0.0589350126683712, 0.0809212476015091, 0.019495254382491112, -0.0769505649805069, 0.041753821074962616, -0.04762076213955879, -0.03066953457891941, 0.04142438992857933, -0.06344687938690186]"
"Russia, eternally offended by the West: why it cannot become part of civilization",18-12-2025,-0.001,0.032,0.149,"[0.06998701393604279, 0.039602383971214294, 0.06748604029417038, 2.4761173335718922e-05, 0.02384990081191063, -0.03319445997476578, -0.046367403119802475, -0.07764367759227753, 0.03135738521814346, -0.031999118626117706, 0.010114877484738827, -0.07557837665081024, 0.04688265174627304, 0.011827986687421799, -0.0549929253757, -0.004510621540248394, -0.020567813888192177, -0.11972863972187042, 0.00036853685742244124, -0.07236826419830322, -0.13461820781230927, -0.019930412992835045, 0.09944164007902145, 0.02706737443804741, -0.014403234235942364, -0.0028822170570492744, 0.04602429270744324, 0.008240724913775921, 0.01482923049479723, 0.039394669234752655, -0.06218882277607918, 0.095979243516922, 0.03666664659976959, 0.013871481642127037, -0.042330577969551086, 0.021315546706318855, 0.012455776333808899, -0.026073485612869263, 0.04070775955915451, -0.06623151153326035, 0.10822413861751556, -0.002988026477396488, 0.08207128196954727, -0.025039585307240486, 0.007174686063081026, 0.0035594520159065723, -0.014727612026035786, -0.043374814093112946, 0.03309210389852524, 0.002490177284926176, 0.043341342359781265, 0.05264756828546524, 0.00698527367785573, -0.05259080231189728, 0.021450206637382507, 0.026511430740356445, 0.013517502695322037, 0.06078128144145012, -0.06965330988168716, -0.0031121026258915663, 0.045643214136362076, 0.03283160924911499, 0.04002761468291283, -0.07786274701356888, 0.03615787997841835, -0.09462160617113113, 0.011071845889091492, 0.04694698005914688, -0.10424219071865082, 0.01169414073228836, -0.01495719887316227, -0.02983926795423031, 0.004322779830545187, -0.029625248163938522, -0.12446058541536331, -0.0717436894774437, 0.04308091476559639, -0.07842603325843811, -0.055198002606630325, -0.034584466367959976, 0.12219824641942978, 0.05278779938817024, 0.11388745903968811, -0.014726202003657818, 0.07025118172168732, 0.018487228080630302, -0.01780666783452034, -0.0512809231877327, -0.013700616545975208, 0.0024566289503127337, 0.02744072489440441, 0.0057570310309529305, -0.06348129361867905, 0.047686558216810226, 0.06391310691833496, -0.0036780904047191143, -0.026546670123934746, 0.07750421017408371, -0.02364761382341385, 0.00541476858779788, -0.002131691901013255, 0.03367334604263306, 0.06564168632030487, -0.04536813497543335, 0.006706086453050375, -0.06673803925514221, -0.003003900870680809, 0.04174913093447685, -0.026191603392362595, -0.052925899624824524, -0.07747732102870941, -0.007430777885019779, -0.005904038902372122, -0.037803299725055695, 0.09345582127571106, -0.06769377738237381, 0.005051014479249716, 0.025804849341511726, -0.14250211417675018, -0.021209202706813812, -0.060424819588661194, 0.02427119016647339, -0.02707761898636818, 0.04545936733484268, 0.01777801848948002, -0.12238886952400208, 0.0033476180396974087, 4.564742570427975e-34, 0.03880839794874191, 9.300908277509734e-05, 0.0002827625721693039, -0.012419406324625015, -0.10389385372400284, -0.051277536898851395, -0.005062305834144354, -0.002415728522464633, -0.03454868867993355, -0.023360418155789375, 0.020829256623983383, 0.016866696998476982, 0.04336770623922348, 0.020763978362083435, 0.07297015935182571, 0.004029367119073868, -0.02572537213563919, -0.010521568357944489, 0.026828864589333534, -0.035383034497499466, 0.02593744732439518, -0.005024890881031752, 0.02341376431286335, -0.10133511573076248, -0.028062637895345688, 0.011484379880130291, 0.05976301059126854, 0.07951671630144119, -0.0006394425290636718, 0.005041922442615032, 0.008971125818789005, -0.023017916828393936, -0.06216094642877579, -0.05802933871746063, -0.019720006734132767, 0.04993605613708496, -0.038108255714178085, 0.014677141793072224, -0.02303353324532509, -0.09313634783029556, 0.002712894231081009, -0.007581598591059446, -0.029629800468683243, -0.04419485107064247, 0.03466342017054558, 0.00600942550227046, -0.009772020392119884, -0.07678750157356262, -0.03536127880215645, 0.08756865561008453, -0.009083337150514126, -0.0009545226348564029, 0.04515659064054489, 0.017642533406615257, 0.015888109803199768, -0.07374787330627441, 0.019732827320694923, 0.05391760915517807, -0.052157897502183914, -0.0028680788818746805, -0.07142742723226547, -0.09454654902219772, -0.10909231752157211, 0.1189933568239212, -0.013983438722789288, 0.10253709554672241, 0.04212993010878563, 0.045121993869543076, -0.06948456168174744, 0.06942591071128845, 0.06747256219387054, -0.018157288432121277, -0.028828663751482964, -0.005595192313194275, 0.05314481630921364, 0.019243009388446808, -0.01816045492887497, -0.07720545679330826, 0.0025203232653439045, 0.035586193203926086, -0.08028001338243484, 0.048074040561914444, 0.04497630149126053, -0.010631372220814228, 0.03847157210111618, 0.008913460187613964, 0.06974263489246368, 0.039669204503297806, 0.049540482461452484, 0.022231608629226685, -0.06399337202310562, -0.00735933892428875, 0.08771099150180817, 0.031973596662282944, 0.018066145479679108, -2.5824494167932375e-33, 0.052911143749952316, 0.021329021081328392, -0.04882457107305527, -0.011883309110999107, -0.025328151881694794, -0.031622905284166336, -0.008830368518829346, -0.0005885991267859936, -0.05807466804981232, 0.06035836786031723, 0.020006684586405754, -0.02016611397266388, -0.021227288991212845, 0.04801652953028679, 0.0665450319647789, -0.04316658154129982, 0.01253514178097248, 0.08224400877952576, -0.03420792520046234, -0.028493205085396767, 0.05388578027486801, 0.09231816232204437, -0.07317318767309189, -0.04429156705737114, -0.04002657160162926, 0.04426296800374985, -0.06577277928590775, -0.08478157222270966, 0.009721576236188412, 0.01957402378320694, -0.07652638852596283, 0.07858996838331223, -0.030246775597333908, 0.06175006553530693, 0.0017381638754159212, -0.0005733353900723159, -0.11144980788230896, -0.021090220659971237, -0.02652922458946705, -0.016679437831044197, -0.03507993370294571, 0.027338575571775436, -0.03212769329547882, -0.01761874370276928, -0.014542589895427227, 0.04411112889647484, 0.044461362063884735, 0.015523573383688927, 0.0360383577644825, 0.04818841069936752, 0.05446276441216469, -0.012635087594389915, 0.08178161829710007, -0.00697088148444891, -0.0020336024463176727, 0.01934504508972168, -0.08574295789003372, -0.0006823732401244342, 0.01853785291314125, -0.0498570092022419, -0.020233018323779106, 0.06178310140967369, 0.03389685973525047, 0.06471498310565948, 0.009126449935138226, 0.0070122662000358105, 0.08284913003444672, 0.10689667612314224, 0.06435085833072662, -0.09848660230636597, -0.017421087250113487, 0.05320308357477188, -0.10253065824508667, 0.07366806268692017, -0.0345933735370636, 0.06820154190063477, -0.016450516879558563, 0.013661995530128479, 0.01793547347187996, -0.0221446231007576, 0.05347147583961487, -0.07877068966627121, 0.025142088532447815, 0.02055453695356846, 0.00011754567822208628, -0.009527708403766155, -0.0627237856388092, 0.01610543392598629, 0.034340597689151764, -0.04538019374012947, -0.0503188781440258, -0.1436341106891632, -0.06372425705194473, 0.021299533545970917, -0.03065214678645134, -4.970254252611994e-08, -0.0888768807053566, -0.017027808353304863, -0.02347634546458721, 0.013857554644346237, -0.03945540264248848, 0.03912347927689552, 0.0001388839300489053, 0.02831260859966278, 0.047831226140260696, 0.03812209516763687, 0.0016486769309267402, -0.07034946233034134, -0.1124822348356247, 0.10179873555898666, -0.0766756683588028, -0.010858366265892982, -0.08765995502471924, -0.005809389986097813, 0.026790544390678406, -0.016154296696186066, -0.04562091827392578, -0.041592661291360855, -0.0105272913351655, -0.06214538961648941, -0.05011788010597229, 0.054432228207588196, -0.11936809122562408, -0.013118886388838291, -0.04710281640291214, -0.003048965474590659, 0.119695283472538, -0.04671970382332802, -0.032245878130197525, 0.073219895362854, -0.07495205104351044, 0.03064783476293087, -0.023421265184879303, 0.005461688619107008, 0.004295938648283482, 0.02085956372320652, 0.008470915257930756, 0.024936681613326073, 0.03034735657274723, -0.009248454123735428, 0.01770545355975628, -0.051732759922742844, 0.02362773008644581, 0.05746921896934509, -0.0033577452413737774, 0.0523562878370285, 0.00021871605713386089, -0.03347862884402275, 0.10370495170354843, -0.09439626336097717, 0.012228640727698803, 0.09638364613056183, 0.07368254661560059, 0.008850464597344398, 0.029394391924142838, 0.040086399763822556, 0.0182030089199543, -0.03826732560992241, 0.06322703510522842, -0.010663172230124474]"
