,title,text
0,"Putin, the people, or both? The unresolved question of responsibility in Russia","People celebrate the first anniversary of Russia’s annexation of four Ukrainian Oblasts at Red Square in Moscow, Russia, on Sept. 29, 2023. (Alexander Nemenov / AFP / Getty Images) About the author: Archil Jangirashvili is a Georgian lawyer and academic specializing in law, political ethics, and human rights.The question of whether Russian society bears responsibility for Vladimir Putin’s actions has been raised repeatedly since the beginning of Russia’s full-scale invasion of Ukraine. This debate is not confined to Eastern Europe; it also actively circulates in Western political and academic circles. Often, it produces a comforting illusion: the source of today’s threats emanating from Russia is Putin alone, while Russian society remains merely frightened, silenced, and therefore absolved. This is not a call for collective punishment. It is a discussion about moral and political responsibility — concepts democratic societies have confronted before and cannot afford to selectively forget today. One of the most frequently repeated arguments suggests that Russians cannot be held responsible because they live in fear and are therefore unable to resist the regime. But if fear alone were sufficient grounds for absolution, the same logic would have applied to German society during the Nazi era. Fear existed then as well. So did dissenters. Yet history did not conclude that responsibility rested solely with Adolf Hitler. The idea that Russian society is largely innocent is not a neutral humanitarian position. In practice, it functions as part of Russia’s broader hybrid warfare and propaganda ecosystem. By individualizing guilt and collectivizing victimhood, this narrative shields the political culture that has enabled repeated acts of aggression beyond Russia’s borders. This uncomfortable truth is acknowledged even by some prominent Russian cultural figures who oppose the war. In one interview, Russian musician Andrei Makarevich was repeatedly asked whether it is fair to impose responsibility on those who do not support the war. His answer was strikingly direct: yes, responsibility extends even to those who oppose Putin. The harsh reality is that collective political choices often affect those who personally disagree with them. During the Nazi era, many Germans viewed mass murder as an unspeakable evil, yet they too lived with the consequences of a collective political trajectory they had failed to stop. A Russian who claims to oppose Putin but proudly waves the flag of the Russian Federation does not stand outside this historical continuity. Responsibility, however, does not automatically imply punishment. It implies acknowledgment, moral clarity, and consequences — including sanctions, isolation, and the dismantling of destructive political traditions. Without responsibility, there can be no meaningful transformation. This leads to a deeper and more troubling question: who exactly constitutes the so-called ""Russian people""? When commentators talk about ""the people,"" they often mean one of two things. The first is categorical: most Russians support Putin, voted for him, or at the very least do nothing to stop the crimes committed in Ukraine. From this perspective, they are not merely passive observers but participants — whether active or silent — in a system that produces mass violence. The second interpretation is softer and far more popular in the West. It portrays Russian society itself as a victim: a population that neither chose Putin nor supports the war but remains immobilized by fear. This view has generated a convenient formula: Russians may hate Putin, but they love Russia. When Russians say they oppose Putin but still ""love Russia,"" my question goes further: do they imagine the same geographical Russia, merely without Putin, or do they envision a fundamentally different country altogether — one that would unite Russians as a linguistic and cultural people, rather than as an empire holding together conquered nations, and whose geography would be radically different from that of today's Russian Federation? This distinction matters because today's Russian state is not a culturally neutral container. Russian territorial configuration is the result of centuries of imperial expansion, forced assimilation, and the suppression of non-Russian identities. The current Russian Federation encompasses numerous peoples — Chechens, Ossetians, Avars, Yakuts, Buryats, Chukchi, Nenets, Bashkirs, and many others — whose incorporation was neither voluntary nor benign. A Russian who claims to oppose Putin but proudly waves the flag of the Russian Federation does not stand outside this historical continuity. That flag is not merely a symbol of statehood; it is the political heir to both the Russian Empire and the Soviet Union. It embodies wars of conquest, annexation, and the denial of nations’ right to self-determination. To identify with it while rejecting the system it represents is a contradiction that cannot be resolved by rhetoric alone. So, the question is whether this war is also the result of years of inaction. Inaction that was visible and undeniable long before February 2022: in Abkhazia, in Chechnya, in the Georgian war of 2008, and in the annexation of Crimea. Wasn't this catastrophe enabled by repeatedly looking away? In reality, there is only one Russia: a state that is the heir to a violent past and a political culture built on imperial continuity. A Russia that presents itself as a civilizational unity while embodying the forced cohesion of conquered nations. Until this illusion is dismantled — both inside Russia and in the minds of those who still believe in it abroad — the question of responsibility will not disappear. Editor’s note: The opinions expressed in the op-ed section are those of the authors and do not purport to reflect the views of the Kyiv Independent. Archil Jangirashvili is a Georgian lawyer and academic specializing in law, political ethics, and human rights."
1,I build robots to save lives: Here’s why Europe must invest in Ukraine’s civil security,"The Colossus firefighting robot is seen at an undisclosed location in Ukraine in an undated photo. (State Emergency Service / Instagram) About the author: Cyril Kabbara is the founder and CEO of Shark Robotics. This week, my company, Shark Robotics, a French high-tech scale-up and a world leader in civil protection robotics, delivered 40 Colossus robots to Ukraine’s State Emergency Service (SESU). The purpose is simple and essential: to protect those who protect all the others. This mission is personal to me. Before creating Shark Robotics, I served as a French Army soldier in a special reconnaissance unit. I was deployed to Afghanistan, Africa, and other conflict zones. Each mission was intense, violent, and exhausting, but they all taught me the same lesson: on the ground, technology can save your life. For a long time, this was not true for firefighters and rescuers. They faced life-threatening environments with limited tools. That is why I founded Shark Robotics: to bring technologies to those who run toward danger. Our robots first gained global attention in 2019 when a Colossus helped extinguish the Notre-Dame Cathedral fire in Paris. Now they serve in Ukraine. And its impact is measurable: SESU reported on Nov. 25 during the delivery ceremony in Kyiv that operational casualties have been divided by three since the robot entered service. If emergency services fail, society fails. Today, as Ukrainian rescue teams operate after Russian missile strikes, amid smoke, fire, structural collapse, and the fear of double-tap attacks, I see the same courage and discipline I once witnessed on the battlefield, ultimately for the same purpose. These men and women are not only saving civilians. They are preserving the continuity of a nation under attack: keeping hospitals open, safeguarding power plants, reopening roads, and holding communities together. To do that, they must be protected. Across Europe, the meaning of “security” has changed. For decades, we separated military defense from emergency response. Ukraine has proved that this distinction no longer exists. When Russia targets residential buildings, power grids, or water systems, the first people who prevent collapse are not soldiers — they are rescuers. Civil protection is no longer a secondary aspect of war. It is one of its front lines. Ukrainian emergency teams operate in quasi-military conditions: repeated high-intensity emergencies, mass-casualty events, structurally unstable buildings, Chemical, Biological, Radiological, and Nuclear (CBRN) risks, and constant exposure to double-tap strikes. Their work is not only humanitarian. It is strategic. If emergency services fail, society fails. And when society fails, victory becomes impossible. During my visits to Ukraine, I have seen how innovation is transforming emergency response: reconnaissance drones, structural-risk sensors, AI tools for mass-emergency coordination, and more. Resilience is now technological, not because technology replaces people, but because it protects them. Robotics is a key part of this transformation. When a Colossus robot moves into a burning structure in Kharkiv or Odesa, it is not just performing a task. It is acting as a shield between rescuers and Russian attacks. But the robot is only part of the story. What matters just as much is the long-term cooperation we are building around it: Ukrainian operators trained, perspectives of industrial partnership, and a feedback loop between field teams and our engineers in La Rochelle, allowing us to improve each next generation, for the benefit of the end-user. This is resilience in action: technology tested under fire, improved through real experience, and shared across borders. In an era marked by hybrid threats, infrastructure sabotage, and increasingly frequent disasters, Europe urgently needs the expertise Ukraine has been forced to acquire. Ukraine is not only fighting for its survival, but also teaching Europe how to be resilient. Today, coordination between national civil-security systems remains fragmented. In addition to recent proposals to strengthen the EU Civil Protection Mechanism and invest more in preparedness, Europe now needs joint exercises, peer-review tools, and new training platforms to systematically integrate Ukrainian expertise into EU planning. The EU also needs to fast-track the validation and certification of new technologies. The bloc already has important tools, but these efforts should be taken to the next level, with civil protection elevated to a strategic priority on par with defense. After all, robotics, drones, and autonomous systems are reshaping civil security today just as profoundly as they have transformed modern battlefields. A joint European procurement scheme for civil-security technologies, mirroring models used in defense, would help scale innovation faster, reduce costs, and ensure that battlefield-tested solutions from Ukraine reach responders across the continent. As a French and European citizen and as CEO of Shark Robotics, working closely with civil-security actors, I believe the partnership between France and Ukraine carries a powerful message. When Ukrainian rescuers deploy French-made robots on the front lines of their country’s survival, it is a reminder that the security of Ukraine and the security of Europe are inseparable. Those who run toward danger to protect others embody the deepest meaning of Europe: solidarity, courage, and the defense of human dignity. Protecting them is not only a moral responsibility. It is a strategic necessity and one of the clearest ways Europe can help Ukraine win the war. If we agree this work is essential, then we must also admit we can still do better. Europe has the capacity, the expertise, and the interest to do more. What remains is the will to act and organise ourselves accordingly. Editor’s note: The opinions expressed in the op-ed section are those of the authors and do not purport to reflect the views of the Kyiv Independent. Cyril Kabbara began his career in the Army, where he spent nine years working in the special forces. He then decided to switch from military intelligence to economic intelligence by enrolling at the Ecole de Guerre Economique in 2012. In 2016, he co-founded Shark Robotics, where he is now Chief Executive Officer."
2,Open letter to President Trump: Protect legal Ukrainian workers in US,"The New York City Ukrainian community protests the invasion of Ukraine by Russian troops on Feb. 24, 2022 outside of the Russian Consulate in New York City, New York. (Andrew Lichtenstein/Corbis via Getty Images) Editor’s note: This is an open letter by Vlad Skots, a Ukrainian American businessman and public activist, which was sent to U.S. President Donald Trump. A petition linked to the letter is available for signing. Dear President Trump, Right now America is punishing the good people who did everything right and rewarding the chaos. This is already happening, and you can stop it with one phone call. My name is Vlad Skots. Twenty-five years ago I came to America as a refugee from Ukraine with nothing. America gave me the right to work. I worked nonstop and built everything from zero. Today I am the CEO of USKO Inc supporting hundreds of American families with good-paying jobs, and the founder of the Ukrainian American House, the largest Ukrainian community organization in the country. Your administration inherited a temporary program called Uniting for Ukraine (U4U), a humanitarian parole program created by the Department of Homeland Security. More than 280,000 Ukrainians came legally through this program. Every person was fully vetted. Every person had a private sponsor. Every person pays taxes. Every person passed background and security checks. They work hard. They fill the jobs American businesses urgently need filled. These are not people who crossed the border illegally. These are people who followed every rule the United States gave them. They passed full background and security screening. They have zero criminal history. They did everything right. American families, churches, and community groups trusted this program. They opened their homes. They invested their money. They sponsored these people because the United States told them it was legal, safe, and necessary. Now these same families are watching the people they helped being pushed onto the street with no options. This breaks trust not only with the workers but also with the Americans who stepped up for their country. Small businesses are being hit the hardest. These legal workers fill the gaps that American small companies cannot fill on their own. When their work permits expire, small businesses lose reliable employees, loads go uncovered, hours get cut, customers walk away, and operations slow down. This is not a prediction. It is already happening. Small American businesses are being punished because the legal workers they depend on are suddenly blocked from working. Today these legal workers are losing their ability to work because of delays, backlogs, and confusion that your administration did not create. When their work permits expire, they cannot legally work. When they cannot work, they lose their homes. They lose their stability. Some families are already suffering badly. We are pushing fully legal, vetted people onto the street with no options and no way to survive. Employers lose workers. Families lose income. Communities lose strength. America loses credibility. Mr. President, you have always said that when people come legally, work hard, and love this country, America wins. These people are living proof that legal immigration works. I respectfully ask you to direct DHS and USCIS to extend or automatically renew work authorization for Ukrainians who came legally through this program. This is a simple administrative action. It protects American businesses. It protects communities. It protects the American sponsors who trusted their government. And it protects families who followed every rule they were given. You can fix this with one phone call. Twenty-five years ago America gave me a chance. I came with nothing. I worked hard. I built a life and built companies that support American families. I am standing with these legal immigrants because they are doing exactly what I did. All they need is the same chance America gave me. Thank you for your leadership and for always standing with the people who follow the law and build this country. Sincerely,                   Vlad SkotsCEO, USKO Inc.Founder and Co-Chair, Ukrainian American House Editor’s note: The opinions expressed in the op-ed section are those of the authors and do not purport to reflect the views of the Kyiv Independent. Vlad Skots is an American businessman and public activist, founder and president of USKO Inc., chairman of the Ukrainian-American House, awarded the Order of Merit, III degree."
3,The war's hidden explosions: The mental health toll inside Ukraine's homes,"Students paint a mural during the Kulparkiv Fest to mark World Mental Health Day in Lviv, Ukraine, on Oct. 10, 2024, amid the Russian invasion of Ukraine. (Yuriy Dyachyshyn/AFP via Getty Images) About the author: Jacqueline Mahon is the United Nations Population Fund (UNFPA) representative to Ukraine. After the start of the full-scale invasion, Olha (name changed due to safety concerns) and her husband took in his mother to live with them. When her husband left for the front line, Olha stayed in the apartment alone with her mother-in-law. The relationship between the two women deteriorated and became violent. After repeated assaults by her mother-in-law, Olha was forced to leave the apartment with almost none of her belongings. A neighbour helped her contact a psychosocial support mobile team, which transported her to a crisis shelter. There she began receiving counselling and support to rebuild her sense of safety and control. Her story reflects the pressures reshaping relationships across Ukraine and the silent struggles many endure behind closed doors. Children who witness violence may carry those patterns into adulthood. Men returning from the front line often struggle to reintegrate. Women trapped by curfews or blackouts find fewer opportunities to seek help. A city can repair a bridge, but if its homes remain violent or unstable, recovery will remain fragile and elusive. As winter deepens in Ukraine, attacks on homes, hospitals, and critical infrastructure continue. Across the country, millions are left in darkness and cold as strikes cripple the energy grid. This is the reality Ukrainians wake up to, again and again. If Ukraine's recovery plans focus only on reconstruction and not on mental health, the country risks rebuilding its cities while its homes remain unwell. These repeated blows do more than destroy infrastructure. They accumulate into a national exhaustion felt in homes, families, and communities — a psychological strain that cannot be measured in power outages or shattered buildings. If Ukraine's recovery plans focus only on reconstruction and not on mental health, the country risks rebuilding its cities while its homes remain unwell. Mental health needs are already surging, and the toll is becoming impossible to ignore. Surveys show that 58% of people in Ukraine report symptoms of anxiety, and 83% experience extreme stress linked to shelling, displacement, and loss. The United Nations Population Fund (UNFPA) estimates that as many as ten million people could develop a mental health condition because of the war. Even when an attack does not hit you or your household directly, you live with the fear that the next one might. That uncertainty war brings has seeped into the daily lives of everyone in Ukraine. It does not just disturb sleep or concentration — it rewires the nervous system. You live braced for impact. This constant readiness leaves people drained, foggy, and exhausted. In my work across the country, people describe symptoms that appear immediately: sleeplessness, irritability, sudden anger. Others say they surface years later in a broken relationship, a violent outburst, or a moment of panic they cannot explain. These are the ""hidden explosions,"" the war plants inside families and communities, long after physical debris has been cleared. Since the full-scale invasion, reports of domestic abuse, sexual assault, and other forms of gender-based violence have surged. Nearly 2.4 million people — mostly women and girls — are at risk and urgently need access to response services. These are not isolated cases. Years of stress, fear, and economic pressure have created a social landscape primed for rupture. In some households, that rupture comes as shouting or slammed doors; in others, as intimate partner violence. The violence of the front line moves into communities and homes: through missile strikes, through the untreated trauma many men carry when returning from war, and through the grief of families who have lost loved ones. These pressures erode the dynamics of relationships and destabilize the very spaces where people should feel safest. Speaking about mental health is often the first step toward breaking these cycles. Across Ukraine, communities are already responding to these challenges. Survivor relief centres, shelters, and crisis rooms — many led by former internally displaced people and survivors themselves — provide psychosocial, legal, and social support in one confidential space. These centres serve displaced people, survivors of gender-based violence, and anyone navigating the war's disruptions. At the same time, psychosocial support mobile teams travel to hard-to-reach areas, including front-line zones where services are scarce. These initiatives demonstrate a simple truth: community-led solutions are already emerging, and Ukraine's recovery must invest in them. Local people understand their own realities, the risks they face, and the relationships that shape their daily lives. The national response to mental health is also being elevated at the highest level through the leadership of the First Lady, Olena Zelenska. Ukraine's recovery will be measured not only by the reconstruction of power plants, roads, or homes, but by whether those homes are safe; whether survivors are heard; and whether communities have the capacity to prioritize care. Mental health and gender-based violence cannot be treated as side issues. If they are, the war will continue living inside Ukraine's homes long after the fighting ends. However, if Ukraine confronts these challenges directly — with national investment, community-driven solutions, and a recognition that mental health is essential infrastructure — the country can rebuild a future defined not only by restored cities, but by the well-being and strength of the people who inhabit them. Editor’s note: The opinions expressed in the op-ed section are those of the authors and do not purport to reflect the views of the Kyiv Independent. Jacqueline Mahon is the United Nations Population Fund (UNFPA) Representative in Ukraine. She has worked for over three decades in humanitarian and development roles around the world, including senior positions with UNFPA in Washington, D.C., and Tanzania. She has also held roles with the Aga Khan Foundation, the Overseas Development Institute UK, the Swiss Agency for Development and Cooperation, and the World Bank Group."
4,This is the momentum for Europe to act: seize Russian assets,"European Commission President Ursula von der Leyen (L) and European Council President Antonio Costa attend a joint press conference after the 25th EU-China summit in Beijing on July 24, 2025. (Adek Berry/AFP via Getty Images) About the author: Margus Tsahkna is Estonia’s foreign minister. If Europe truly wants to be a real player in the geopolitical arena and to shape its own security and future, it must match strong words with decisive action. Europe has one powerful lever in its hands right now: Russia’s frozen assets. It’s time to use them. Around 210 billion euros ($246 billion) in Russian central bank assets are sitting frozen in Europe for one reason: Russia chose a full-scale war of aggression. And international law leaves no ambiguity. The state that breaks the law must pay for the damage it causes. These assets should now serve that purpose and make the aggressor pay. This idea is not new. Estonia suggested using the assets less than a month after Russia’s full-scale invasion in 2022. The ice has been moving for some time, and now the moment of decision has arrived. The European Council meeting next week must take that decision and mark the turning point. Bringing these assets into use would send the clearest message Europe has delivered since the start of the war: aggression has consequences, the aggressor pays, and Europe is prepared to lead. It would show that Europe is determined to shape the peace process, not just stand by as others define it. It is worth reviewing where we stand. There has been much talk of peace and countless diplomatic efforts. Yet the unfortunate truth is that the state that launched this aggression has shown no willingness to stop. There is currently no reason to believe Russia has abandoned the objectives that led to its full-scale invasion of Ukraine. On the contrary, the Kremlin still believes it can destroy Ukraine, reshape Europe’s security order, and revive imperial dominance over Central and Eastern Europe. And if Russia is not stopped in Ukraine, it will push further. We already see the signs. Russia has intensified provocations against NATO allies: airspace violations by drones and fighter jets, disinformation campaigns, and hybrid pressure on NATO and EU borders. All of this aims to intimidate societies, divide allies, and erode support for Ukraine. At the same time, Russia is rebuilding its military, expanding production of tanks and missiles, and preparing for a prolonged confrontation. The threat extends across all of Europe. Yet we must not overestimate Russia. It has failed to achieve its initial military ambitions and has suffered extraordinary losses. Although Russia tries to portray itself as moving toward victory, the reality tells a different story. There are no major breakthroughs on the battlefield, its economy is faltering, oil and gas revenues have dropped by 22% in the past year, the budget is in deficit, and it faces a growing labor shortage. Russia’s only real hope is that the West gives up. That is the one outcome we must never allow. Europe has already achieved a great deal. In less than four years, the EU has adopted 19 sanctions packages, slashed decades-old energy dependence, and provided crucial political, military, and financial support. Could we have moved faster? Yes. But democracies sometimes take longer to act. What matters is direction. Europe has kept its course. Now we must pick up speed. This is why using Russia’s frozen assets is essential. It is the single most effective tool Europe has to increase pressure on the Kremlin. Combined with advancing EU enlargement, it would show that Europe can make bold decisions, defend international law, strengthen its geopolitical influence, and shape outcomes rather than merely react to them. Europe’s future security depends on the outcome of Russia’s war. Its result will determine whether borders in Europe can be changed by force, whether aggression pays, and whether international relations are governed by rules or by violence. That is why we insist on a just and lasting peace, one that respects Ukraine’s sovereignty instead of accommodating Russia’s neo-imperial ambitions. Past mistakes must not be repeated. We have seen that appeasement and attempts at “reset” with an aggressor do not bring lasting peace. We must remember that even when this war ends, Russia will remain a long-term threat until it demonstrates genuine respect for international law and rebuilds the trust it has destroyed. Russia is already restructuring its military and building new facilities near NATO borders. Nothing in its posture suggests change. Europe, with more than 400 million people and immense economic strength, must begin acting like the 21st-century superpower it already is. That means taking primary responsibility for our own security and strengthening defence capabilities. But above all, Europe must use its strongest leverage now: Russia’s frozen assets. Doing so is the clearest way to assert leadership and show that Europe is not merely commenting on history but shaping it. Editor’s note: The opinions expressed in the op-ed section are those of the authors and do not purport to reflect the views of the Kyiv Independent. Margus Tsahkna is the Minister of Foreign Affairs of the Republic of Estonia from 17 April 2023."
5,India’s short-sighted embrace of Russia will endanger its own national security,"Indian Prime Minister Narendra Modi and Russian President Vladimir Putin arrive at the residence of the Prime Minister of India, where an informal dinner will be held in New Delhi, India, on Dec. 4, 2025. (Kremlin Press Service/Anadolu via Getty Images) About the author: Michael Rubin is a senior fellow at the American Enterprise Institute and director of policy analysis at the Middle East Forum. It was all pomp and circumstance when Russian President Vladimir Putin arrived in India. Putin made his first state visit to India 25 years ago, shortly after assuming power in Moscow, and has visited ten times since, although this is his first since the 2022 all-out invasion of Ukraine. “India is not neutral, India is on the side of peace,” Prime Minister Narendra Modi told Putin. “We support all efforts towards peace.” Over-shadowing Modi’s comments are not only India’s significant trade with Russia — more than $68 billion in the past year — but also Modi’s increasing frustration with U.S. President Donald Trump. During Trump’s first term, Modi and the U.S. president enjoyed close personal ties. They met repeatedly and helped shape a Quad alongside Japan and Australia to tackle the threat of a rising China. As India was not only the world’s most populous democracy but also a rising economy — today the world’s fourth largest — it was a relationship that diplomats and strategists in both countries saw shaping 21st-century security. Trump has never explained his second-term reversal. The Quad has not met, and Trump has not seen Modi. After the April 2025 Pahalgam massacre, a terror attack on a tourist area in which Pakistan-based terrorists singled out Hindu men, Trump seemingly sides with Pakistan. After India launched attacks on Pakistan, Trump bragged he had forced Modi to accept a ceasefire. Personal spite is a shaky foundation upon which to base policy that will reverberate for decades. The decision by Jawaharlal Nehru, India’s founding prime minister, to rebuff U.S. President Harry S. Truman’s overture for strategic ties forced the United States instead to side with Pakistan during the Cold War. That U.S.-Pakistan relationship — and its accompanying tolerance for Islamic extremism — ultimately harmed both India and the United States. Modi has reason to be frustrated with the hypocrisy of Trump’s 50% tariffs, half of which are due to the India-Russia energy trade. He is also correct about Trump’s hypocrisy. Not only does the United States buy critical minerals from Russia, but Trump embraces Putin as much if not more than Modi. The United States also encourages transshipment of Russian gas through Azerbaijan to Europe in what amounts to a poorly disguised laundering operation. India’s defense doctrine has traditionally sought to multisource rather than become dependent on any single supplier. Still, Modi is foolish to rely on Putin for defense after the Russians defaulted on previous Indian military purchases in 2023. Rather than preserve India’s economic independence, Modi endangers it by throwing allies like the United Arab Emirates, Saudi Arabia, Israel, and Greece under the bus by pivoting away from the India-Middle East Economic Corridor, which Modi unveiled at the G20 Summit in 2023, to tie India more to Russia trade. The real danger for India, however, is the moral equivalence and tolerance for aggression that Modi now signals as he seeks to re-ingratiate himself with Putin. India cannot simultaneously be on the side of peace and reward aggression. Failure to condemn Putin’s actions in Ukraine undermines Indian security in three ways. First, India voids the possibility of diplomacy to resolve its own disputes now and in the future. After all, Modi now ignores Russia’s violations of the 1991 Almaty Declaration, in which Moscow recognized Ukraine’s independence within borders established during the Soviet Union, and the 1994 Budapest Memorandum in which Russia, the United Kingdom, and the United States agreed to protect Ukraine’s sovereignty in exchange for Kyiv’s decision to forfeit its legacy Soviet nuclear weapons. Ignoring both agreements signals all future aggressors that New Delhi considers diplomatic agreements optional. Second, Modi sets India up to suffer the same type of aggression Ukraine now faces. Just as Russia occupies Crimea and claims the Donbas, China occupies Aksai Chin, a chunk of Indian Kashmir larger than Odesa Oblast, and claims Arunachal Pradesh, a border region more than 1.5 times the size of the Donbas. If Modi believes peace is more important than justice, he cannot complain if China seeks to further its aggression into India. Third, Modi justifies exterminationalist ideologies. Putin’s 2021 Kremlin writing and pre-invasion speeches show he does not accept Ukraine’s historical right to exist. Ukrainian nationality, language, and culture are artificial constructs of Russia’s enemies, he argued. Those who most oppose India — Islamists in Pakistan and Turkey — also root their animosity toward India in ideology. Both see Hindus are sub-human. Just as Turkish President Recep Tayyip Erdogan promotes pan-Ottomanism, Islamists from Istanbul to Islamabad now also embrace pan-Mughalism, seeking the resurrection of Islamic rule over the Indian subcontinent. True security and moral policy rest not on short-term transactionalism but rather on democracies sticking together against the forces of revisionism and aggression. Modi may believe his short-term deals with Putin carry no cost, but those who seek to change the international order by force will not agree. Rather, in Modi’s embrace of Putin, they see a green light to seize upon Modi’s precedent and posturing to one day turn their guns on India itself. Editor’s note: The opinions expressed in the op-ed section are those of the authors and do not purport to reflect the views of the Kyiv Independent. Michael Rubin is a senior fellow at the American Enterprise Institute, where he specializes in Iran, Turkey, and the broader Middle East.
A former Pentagon official, Dr. Rubin has lived in post-revolution Iran, Yemen, and both pre- and postwar Iraq. He also spent time with the Taliban before 9/11. For more than a decade, he taught classes at sea about the Horn of Africa and Middle East conflicts, culture, and terrorism, to deployed US Navy and Marine units."
6,Mirage of energy sanctions against Russia,"An aerial view shows the tanker Boracay, part of Russia’s so-called “shadow fleet,” off the coast of Saint-Nazaire, France, on Oct. 1, 2025. (Damien Meyer / AFP via Getty Images) About the author: Edward C. Chow is a non-resident senior associate at the Center for Strategic and International Studies in Washington, D.C. Economic sanctions, by themselves, have never stopped wars once they started. Otherwise, the United States did not have to use military force in 1991 to evict Saddam Hussein from Kuwait after he invaded it in 1990, though Iraq was sanctioned by the United Nations Security Council. Nor do they prevent aggression. The U.S. applied economic sanctions, including oil embargo, on Japan and froze Japanese assets the summer before Japan attacked Pearl Harbor in December 1941. The U.S. has ongoing sanctions against Iran and Venezuela, but resorted to military action recently when it deemed necessary. At best, economic sanctions supplement military and diplomatic strategy to hasten the end of conflict. At worst, they allow political leaders to appear to be doing something without actually doing what is necessary. In the case of Russia’s war on Ukraine, which started in 2014, the first order of business is to defeat Russia on the battlefield. Nevertheless, when it comes to economic sanctions against Russia, it is natural to look first at energy, which is by far the largest source of Russian export earnings and government revenue. So, let’s examine Western performance here. Soon after Russia’s all-out assault on Ukraine in February 2022, Europe instituted a ban on the import of Russian oil and pipeline gas, with some notable exceptions. The Biden administration was so concerned about the impact on global oil supply and oil price that it proposed a novel oil price cap that was designed to limit Russian oil revenue but not export volume. Indeed, the price cap was set at $60 a barrel, above the level that Russia had to discount to move barrels after the European ban was imposed. The G7 oil price cap did not come into full force until the end of 2022 for crude oil and early 2023 for refined products, nearly a year after Russia’s full invasion. The price cap and the sanctioning of Russia’s shadow fleet to evade it were enforced gradually rather than strictly from the beginning. Consequently, Russian oil frequently traded above the price cap when global prices rose, and Russian oil export revenue actually grew. The Biden administration imposed its strictest sanctions against Russia on Jan. 10, 2025, almost three years after Russia’s expanded invasion of Ukraine and just ten days before it was to leave office. Incrementalism on sanctions does not work. It gives the targeted country time to adjust and find mechanisms for evading sanctions. The European Union is currently discussing what should be included in its 20th round of sanctions on Russia, which by itself shows that the gradual ratcheting up of sanctions is ineffective.  What’s needed instead is a “shock-and-awe” approach to economic sanctions. This would give the targeted country no time to prepare or counter. The problem, however, is that the West wants sanctions that are as painless as possible to itself, such as no rise in global oil prices. Bloomberg reported that Russian tanker loadings for the week ending Dec. 7 rose by the largest volume since February 2022, and revenue from seaborne crude oil sales alone remains above $1 billion a day. The Trump administration criticizes other countries for importing Russian oil and gas, yet the U.S. continues to import reprocessed nuclear fuel from Russia and has given itself until 2028 to end all such imports. The Trump administration also refused to discuss lowering the oil price cap within the G7. EU, the U.K., and Canada went ahead without the U.S., but the veneer of multilateral oil sanctions was pierced. This is simply not serious. Problematically, the U.S. also lifted individual sanctions against Russians who are close to the Kremlin. Russia’s chief negotiator, who has traveled freely in the U.S. for so-called peace talks, is one such individual. Kirill Dmitriev is head of Russia’s sovereign wealth fund, which was described previously by the Treasury Department as the Kremlin’s slush fund. Much of the talks seemed to focus on future investment opportunities for the U.S. in Russia. No wonder Vladimir Putin does not take seriously sustained U.S. support for Ukraine. All this is frustrating to the U.S. Congress, with a clear majority of members from both sides of the aisle demanding continued support for Ukraine and stronger measures against Russia. The temptation is for the legislative branch to design its own stricter sanctions when the executive branch fails to take sufficient action. Generally, this has the effect of pushing the White House to preempt legislated sanctions that are more cumbersome to administer and harder to remove later than executive orders. This is exactly what President Donald Trump did on Oct. 22 when he announced new sanctions on Roseneft and LUKoil, Russia’s two largest oil companies, presumably to pressure Russia to negotiate seriously to end the war. Unfortunately, this action was negated by the 28-point so-called U.S. peace plan that was made public before the new sanctions were scheduled to take effect on Nov.21. Any new pressure on Russia never had a chance to be felt. Instead, a clear signal was sent for Russia to wait U.S. out and for oil buyers to wait for Russia to offer deeper discounts before resume buying. Half measures on economic sanctions do not work any more than half measures on the battlefield. Congress should exercise its oversight authority on the efficacy of the enforcement of current sanctions and the urgent provision of weaponry to Ukraine that has already been authorized. This is a better policy pathway than designing new sanctions that may not be enforced or enforceable. This is if what Congress wants is impactful action rather than virtue signaling. None of this is to say that economic sanctions on Russia, especially on energy, should not be pursued and strengthened. They are necessary but insufficient measures to stop Russia’s wanton destruction of Ukraine and its people. In a war, there is simply no substitute for military power to stop the enemy on the battlefield. If Putin can achieve his short-term objectives through negotiations, he will certainly do so. However, that does not mean that he would not come back for a third bite of the apple, and next time, possibly beyond Ukraine. Editor’s note: The opinions expressed in the op-ed section are those of the authors and do not purport to reflect the views of the Kyiv Independent. Edward C. Chow, an oil and gas expert with more than four decades of international experience, is a non-resident senior associate at the Center for Strategic and International Studies in Washington, D.C."
