,title,date,text
0,Israel’s outreach to far-right nationalists driven by necessity - opinion,,"I was asked by Arne Lapidus, a correspondent for the Swedish press in Israel, a question that many observers are now raising with discomfort: how can Israel invite European nationalist and far-right parties – some with deeply troubling histories – to the coming International Conference on Combating Antisemitism – Generation of Truth in Jerusalem? My first response to him was straightforward and pragmatic. States do not act like NGOs. Israel is not an abstract moral project; it is a sovereign nation-state operating in a hostile environment. Like all states, it pursues short-term interests, reasons of state, and strategic flexibility. Maintaining contact with political forces that may one day come to power is not an endorsement of their ideology, but a way of preparing for all political scenarios. There is also a tactical dimension that should not be underestimated. By keeping these movements close, Israel seeks to prevent them from drifting into an increasingly visible trend: the convergence between white supremacism and radical anti-Zionism. In the US, figures such as Tucker Carlson have illustrated how parts of the nationalist Right can turn sharply against Israel, Jews, and Zionism once Israel no longer fits their narrative. Political isolation often accelerates radicalization; engagement can sometimes act as a constraint. But this explanation, while accurate, is insufficient. It treats the issue as a short-term calculation. In reality, what we are witnessing reflects a deeper transformation in the political and ideological landscape of Europe. Those who interpret Israel’s outreach as a cynical alliance against a common Islamist enemy miss the broader picture. A growing number of European nationalist movements now perceive themselves as nations under existential threat. They speak the language of demographic anxiety, cultural survival, and historical continuity. In this sense, they increasingly see Israel not merely as a tactical partner, but as a mirror: a nation that has lived since its birth under constant pressure, forced to defend its borders, its identity, and its future. This perception resonates with an older, often forgotten dimension of European antisemitism. Historically, antisemitism was not always rooted in racial hatred alone. In many cases, it stemmed from the suspicion that Jews did not truly belong to the nation – that they were outsiders, insufficiently invested in the collective destiny. This idea of non-belonging fueled exclusion long before it was racialized. Interestingly, this narrative was partially disrupted during the world wars, when Jewish participation in national armies and sacrifices for their countries became undeniable. Even some antisemites were forced to acknowledge that the argument of non-participation was false. Hatred did not disappear, but its justifications shifted. Today, a comparable shift is taking place–this time not regarding Jews within Europe, but regarding Israel as a nation. Certain nationalist movements no longer view Israel through a purely ideological or theological lens. They see it as a concrete example of a people asserting the right to exist, to defend itself, and to project itself into the future despite constant hostility. This identification does not stem from love of Jews; it stems from self-recognition. This is where the situation becomes morally and strategically ambiguous. On the one hand, Israel may benefit from this identification in the short term: diplomatic support, rhetorical backing, and shared opposition to radical Islamism. On the other hand, history teaches Jews to be cautious when admiration is conditional and instrumental. Many of these movements continue to display hostility toward Jewish minorities in their own countries. Their support for Israel is often externalized: Israel is admired as a strong nation abroad, while Jews at home remain suspect. This contradiction is not new, and it should not be ignored. Moreover, alliances built on a shared sense of siege can shift rapidly. When political winds change, yesterday’s ally can become tomorrow’s scapegoat. A movement that defines itself through identity preservation may ultimately decide that Jews – anywhere – are incompatible with that identity. Israel, therefore, walks a narrow line. Engagement may be strategically necessary, but it carries long-term risks for Jewish communities in the Diaspora and for Israel’s moral standing. Tactical dialogue must not become ideological validation. Political realism must be tempered by historical memory. The real question is not whether Israel can afford to speak to these movements. It is whether it can do so without confusing necessity with trust, pragmatism with endorsement, and short-term security with the long-term destiny of the Jewish people. The writer is a Senior Fellow at the Jewish People Policy Institute (JPPI), overseeing the Institute’s European activities. Copyright ©2026 Jpost Inc. All rights reserved • •"
1,Faustian pact: Netanyahu's embrace of Trump's Board of Peace gambles Israel's future - opinion,,"Donald Trump’s latest creation, the Board of Peace, has failed to garner much momentum in Davos, where the US president made himself look ridiculous. It did not prevent Benjamin Netanyahu from joining the board, showing the Israeli prime minister’s dependency on the American leader. In the imperial approach that defines his second presidency, Trump has created the Board of Peace (BoP) with exactly what he wants: a new world order he would shape, presented as a club that can be joined for money, just like his club at Mar-a-Lago. Initially, this Board of Peace was designed to be for Gaza only, but Trump has decided to broaden its perimeter of action to become a tool to bypass the UN and avoid multilateralism. Unsurprisingly, the countries that have joined the BoP are those aligned ideologically with Trump, defiant of international rules, and who know how to work around him by flattering or bribing him. Hungary’s Viktor Orban joined, unlike the rest of Europe, and so did Argentina’s Javier Milei, all the Gulf countries, and Turkey’s Recep Tayyip Erdogan, among others. When it comes to Gaza, the first objective of this board, the presence of Qatar and Turkey, which are close to Hamas, are obvious redlines for Israel, and presented as such by Netanyahu. It did not, however, prevent the Israeli leader from officially joining it on January 21. Netanyahu did not change his mind about the two countries; he just needs, once again, to cave in to Trump, as illustrated by his praising tweet of the first anniversary of Trump’s second presidency. This alignment with Trump is not only problematic for Israel’s security with regards to Gaza, Qatar, and Turkey. In the divided world that we saw in Davos, Israel has chosen to be in “Team Trump,” for better or for worse. It has thereby turned its back to the world of liberal democracy and embraced the illiberal one, in the new world disorder. This choice is a gamble, for various reasons. First, because Trump’s transactional nature does not guarantee his loyalty to any country or actor except himself. Second, because it confirms Israel’s alignment with Trump’s vision of America, furthering even deeper the gap with the Democrats and making Israel even more unpopular in the US, especially among the young generation. Third, because this alliance for an illiberal world order goes against the opinions of the majority of American Jews, for whom the rule of law has been a bedrock of their safety, Israel’s standing will likely be further degraded among them. For all these reasons, this gamble may pay in the short term but is deeply dangerous in the longer term for the Jewish state. Netanyahu is too smart to ignore the Faustian pact that he’s causing Israel to embark upon. On top of a Louis XV’s Après moi le déluge approach (“After me, the flood,” expressing indifference to the chaos or disaster that would follow his reign) that complements his Louis XIV’s L’Etat c’est moi vision (“I am the state”), Netanyahu is also aware that he has no other cards left. After burning the bridges with the Democrats and the majority of American Jews over the past 20 years, and flattering Trump nonstop, he has no other choice but to go “all in” with him, as unhinged as the US president is, even when he acts against Israel’s interests. Trump’s Board of Peace could not be more Trumpian: transactional, lawless, and narcissistic. Netanyahu’s joining it is Vintage Bibi: cynical and short-sighted – convenient for himself and reckless for the State of Israel. Born and raised in France, the writer is the correspondent of French Jewish radio, Radio J, in the US, where he has been living for 16 years. He also holds US and Israeli citizenships. His opinions are his only. Copyright ©2026 Jpost Inc. All rights reserved • •"
2,"Why Trump’s money diplomacy cannot tame Hamas, Erdogan, Venezuela - opinion",,"First, US President Donald Trump issued protective tariffs as part of his economic diplomacy campaign. A trade war with Canada and Mexico followed, which then moved on to China. Meetings have been conducted to reach a solution for Ukraine’s recovery plan that is based on massive funding mobilization while, at the same time, Trump is also interested in a deal that would grant America a stake in Ukraine’s mineral wealth and that of Greenland. Last week, Trump issued a warning of “major retaliation” against European countries if they sell American assets, including US government bonds. Danish pension funds have already announced they will proceed with that, as well as reviewing their investments in US equities. Trump has agreed to delay the imposition of new tariffs on European products but, in return, he wants the US to be able to regulate Greenland’s mineral rights to curb China’s influence. The presentation by Jared Kushner at the recent meeting of the World Economic Forum in Davos has reminded us here in Israel that, regarding the president’s peace plan for resolving the situation with the Palestinian terror base in Gaza, the team of Trump, Kushner, and Special Envoy for Peace Missions Steve Witkoff is wielding an economic diplomacy weapon. While employing monetary pressure may seem to be less bloody and dangerous than continuing wars and battles, it is nevertheless just as lethal. Just ask the Kurds in Syria for an independent opinion, or the Venezuelans whose country is still ruled by the Maduro gang’s Delcy Rodríguez. The CEOs of the ExxonMobil and ConocoPhillips oil companies indicated at a mid-January meeting with Trump that they could not commit to quickly re-enter Venezuela. Exxon CEO Darren Woods told him that the Venezuelan market is currently “uninvestable.” Despite these setbacks, Kushner screened mock-ups of a touted “New Gaza” at Davos. His approach was to “plan for catastrophic success.” He displayed for the assembled world leaders a “master plan” for rebuilding Gaza. His vision includes “coastal tourism” with waterfront developments and luxury residential buildings. There will be industrial complex data centers and advanced manufacturing parks further inland with sports facilities. Trump, at his side, added, “I’m a real estate person at heart, and it’s all about location… this beautiful piece of property, what it could be…” He then said, “People who are living so poorly are going to be living so well.” How Gazans will be going from tents to affording high-rise rents is a matter left to the solution of other wizards – or will Israelis move in? COMING BACK to sensical considerations, Witkoff, in a January 21 televised interview with CNBC, provided a glimpse into why economic diplomacy could be problematic, especially in the Middle East and for Israel. Asked how the Board of Peace is going, the special envoy explained that they’re “excited” and indicated that a lot of conflicts Trump is seeking to solve, including in Gaza and Syria, “are just about miscommunication and bridging relationships.” But does Hamas, or the Palestinian Authority, for that matter, truly desire a relationship that bridges “Palestine” and Israel? Do they actually suffer from miscommunicating their messaging or are they disguising it? Negotiators are allowed to imagine and to hope – but they also are required to be realistic. As Mark Tapson, a Fellow at the David Horowitz Freedom Center, published on the DocEmet website on February 9, 2024, the larger backdrop to Gaza and the intense involvement of Qatar and Turkey is that both radical leftists and Muslim fundamentalists “see their goal within reach: the subversion of the capitalist West and its most… powerful exemplar, America, and the wiping of its ally, the Jewish state, from the map. They smell blood in the water.” Money can buy a lot. But Trump and company need to know that ideologues and fanatic theocracy-driven terrorists are beyond the price he can pay. Recep Tayyip Erdogan’s Turkey is oriented on a path of resurgent neo-Ottomanism. He is seeking to expand his country’s territory and subjugate neighboring minorities, and practices pro-Islamist moves such as revoking the historical status of the Hagia Sophia, reclassifying it from being a museum to being a mosque. Hamas will never completely disarm or decommission. The towers Kushner and fellow investors will construct not only overlook the Mediterranean Sea but also Tel Aviv and Beersheba. Moreover, as the various monitors of Palestinian Authority media are pointing out, the rhetoric coming out of Ramallah – as well as the terror mobilization, training, and planning in Hebron, Jenin, and in-between – are still promoting the eradication of Israel as an independent Jewish state. Economic diplomacy is useful and can, as a supplemental instrument, be effective. Most academics view it as a stabilizing policy, not a winning one. In our corner of the globe, other considerations must be taken into account. Trump’s use of American military power has achieved notable specific, although limited, results. Iran, as of this writing, has gotten away with murdering thousands of its citizens, Venezuela is still ruled by a radical communist, and Hamas still rules in Gaza, above and below ground. The writer is a researcher, analyst, and commentator on political, cultural, and media issues. Copyright ©2026 Jpost Inc. All rights reserved • •"
3,"Jerusalem daycare tragedy: When ideology blocks oversight, babies pay the price - opinion",,"The tragic death of two babies under the age of one, in a private and unregistered daycare in the predominantly haredi neighborhood of Romema in Jerusalem last Monday, has given rise to a good deal of comment regarding some of the anarchy that prevails in this field. This is not the first time that such a tragic event has occurred. It has even been reported that 16 years ago, a similar occurrence took place in the very same location. However, since there are said to be several additional daycare nurseries in the same building and many more in the same neighborhood, the accuracy of this report is unclear. Many details of the current tragedy are tied to the fact that the event occurred within the haredi community, with its various social peculiarities. Unregulated private daycares exist in most sectors of Israeli society, and, as stated above, the field is generally characterized by anarchy. Even though, back in 1965, a law was passed requiring the regulation and supervision of daycare centers for children, the elderly, and the disabled. A special law was also passed in July 2018 to regulate and supervise daycare centers for babies and toddlers, followed by detailed regulations issued by the Welfare and Social Services Ministry, which was in charge of daycare centers at the time, and approved by the Knesset in January 2021. One of the people who actively pushed for this development was a private citizen from the center of Tel Aviv - Anat Dayagi-Burg. Dayagi-Burg had lost her firstborn son, David, at the age of eight months, when she left him at a private toddler daycare near her home in February 2017. The caretaker had told her that two people were responsible for the eight children in the nursery, and that she herself had the appropriate qualifications, including experience in resuscitation. Neither piece of information proved to be true. When the caretaker found David lifeless, she was alone with the toddlers, and it took her several hours before she informed the appropriate authorities. She did not inform Anat, who was told that David had been taken to the hospital when she arrived to pick him up. Anat never found out what David had died of.  The police said it had been SIDS (Sudden Infant Death Syndrome), but a post-mortem did not verify this allegation. Anat gave birth to two more sons, but also decided to devote the next few years to changing the state of affairs regarding unregistered and unregulated private toddler daycares. The passage of the 2018 law and the 2021 regulations were largely the result of her efforts. The minister who assisted her was labor, welfare, and social services minister Itzik Shmuli of the Labor Party, who served in Israel’s 35th government [The National Unity (Corona) Emergency Government, led by Benjamin Netanyahu and Benny Gantz]. However, the resulting legislation was partial and ineffective, as last week’s tragedy proved. The organization which acted most vociferously against the passage of effective legislation, on ideological grounds, was the Kohelet Policy Forum (KPF), which has much influence on many policy issues in the Likud, and argued that the proposals for regulating the private daycares would lead to many of these nurseries closing down, and to a sharp rise in the cost for the parents who place their children in these institutions. Anat’s experience with the MKs, whom she tried to convince to support the legislation, was also negative in many respects, since it transpired that most voted in accordance with instructions from their parties, under the influence of the KPF, without bothering to seriously study the information laid before them. On January 2, 2022, the issue of daycare nurseries for toddlers was passed over to the Ministry of Education in Naftali Bennett’s Government of Change. Yifat Shasha-Biton, from New Hope (Gideon Sa’ar’s party), was education minister when this occurred. The minister in charge is now Yoav Kisch. And now to last week’s tragedy. Today, there are in Israel over half a million babies and toddlers aged 0-3, one-fifth of them in unregulated daycare institutions. From the 2026 budget we learn that the funds allotted for the regulation and supervision of these daycare institutions, are to be cut from NIS 190 million in 2023 to NIS 46 million this year, unless second thought will be given to this as a result of the death of the two babies, one – Leah Goloventzitz – aged three months, and the other – Aharon Katz – aged six months. This is yet another challenge for Kisch. Beyond the fact that the two did not survive their afternoon nap, what is known about what happened to them is no more nor less than what was known about David’s death nine years earlier. The parents of the two refused to perform autopsies for religious reasons; the cause of death is not known for certain, though it is assumed that they both slept in an overheated room without the entry of fresh air. We also know that there were over 50 babies and toddlers crammed into a small apartment, with only two caretakers to care for and watch over them, and that the physical conditions in the apartment were appalling. However, the approach of the two newly bereaved mothers to the event was fundamentally different from Anat's in 2017. As haredi women, they both did not blame anyone for the deaths of their babies, saying that it was what was meant to happen – i.e., what was ordained by God. They also praised the person who owns and operates the daycare nursery, claiming that she was their children’s second mother and that they would not hesitate to send their yet-to-be-born children to her in the future. This is an attitude that is very difficult for a non-religious person to fathom and that rejects the efforts of parents to do something to prevent such occurrences from repeating themselves and the occurrence of additional superfluous deaths. The High Court of Justice also finally decided not to insist on autopsies being performed on the two babies, out of respect for the parents’ rejection of such acts for religious reasons, even though this meant that there was no way to determine the cause of death, and/or the level of guilt of the caretakers for what had happened. It is interesting to note that while the mothers refused to blame anyone for what had happened, haredi politicians were quick to blame the attorney-general, the HCJ, and the rest of the current government’s scapegoats. The writer has written journalistic and academic articles, as well as several books, on international relations, Zionism, Israeli politics, and parliamentarism. From 1994 to 2010, she worked at the Knesset Library and the Knesset Research and Information Center. Copyright ©2026 Jpost Inc. All rights reserved • •"
4,"If Iran’s clerical regime falls, Israel faces its tough strategic test - opinion",,"If Iran’s clerical regime collapses, Israel will face one of its most consequential strategic moments since 1979. The instinct – particularly outside the Middle East – will be to celebrate and assume that moderation follows. Israel cannot afford that luxury. The real question will not be whether the mullahs are gone, but what replaces them – and how quickly Israel adapts. To prepare wisely, Israelis should remember something that now feels almost implausible: Israel and Iran were once quiet partners. Under Shah Mohammad Reza Pahlavi, the two countries maintained a pragmatic, largely clandestine relationship rooted in shared interests – opposition to radical Arab nationalism, concern about Soviet penetration of the region, and Israel’s “periphery strategy” of forging ties with non-Arab states on the Middle East’s margins. This was not symbolic diplomacy: It was strategic cooperation. For years, Iran served as Israel’s primary oil supplier, providing the vast majority of Israel’s crude needs. That relationship culminated in a joint venture established in 1968 to transport Iranian oil from Eilat to Ashkelon for export to Europe. The arrangement benefited both sides: Jerusalem secured energy independence, while Tehran gained a discreet export route bypassing hostile Arab states. When the Islamic Revolution erupted in 1979, however, the partnership did not merely dissolve – it exploded into secrecy and litigation. Israel nationalized the pipeline assets, and decades later, international arbitration ruled that it owed Iran roughly $1.1 billion plus interest, a lingering financial echo of a relationship many now forget ever existed. The cooperation extended beyond oil. Israeli and Iranian intelligence services collaborated on regional security matters, including shared concerns over Iraq. Even more striking, in the late 1970s, the two countries engaged in a covert missile-development effort – known as Project Flower – part of an oil-for-arms framework documented in declassified US records. None of this is nostalgia. It is a reminder that Iran is not historically destined to be Israel’s ideological enemy. It is also a warning: Relationships built on interests can collapse overnight when ideology captures the state. If the Islamic Republic falls, Israel’s challenge will not be to chase peace fantasies, but to avoid strategic surprise. One possibility is the emergence of a pragmatic nationalist government seeking sanctions relief, foreign investment, and international legitimacy. Such a regime would not suddenly become pro-Israel, but it might decide that exporting revolution and financing proxies is economically ruinous. For Israel, this could translate into reduced pressure on its borders and quieter regional behavior, even without formal ties. Another scenario is consolidation of power under Iran’s military or remnants of its Revolutionary Guard. This outcome may disappoint those expecting liberalization. A unified Iran could abandon clerical ideology while retaining missile programs, regional ambitions, and hostility toward Israel as a unifying narrative. In such a case, deterrence – not optimism – would remain Israel’s primary strategic tool. The most dangerous possibility, however, is fragmentation. A collapsing center could unleash internal conflict, ethnic separatism, and competition over strategic assets. Missiles, drones, and nuclear expertise could leak to proxies or foreign patrons. In this scenario, Israel could face heightened short-term danger even as the regime weakens. There is also the risk of a revolution that looks different but where its actors behave the same. History offers many examples of regimes that rebrand while preserving core strategic goals; smiles for Western cameras would not necessarily mean an end to enrichment, proxy warfare, or regional destabilization. Israel cannot shape Iran’s internal future, but it can shape its own readiness. That begins with developing a serious “day after Iran” doctrine – one treated with the same rigor as war planning. This means interagency coordination on nuclear-site security, proxy disruption, border instability, and rapid diplomatic positioning. It also requires consistently separating the Iranian people from their rulers. This is not mere rhetoric: A post-clerical Iran will remember who spoke to its citizens with respect and who treated the entire nation as irredeemable. Discrete channels – through allies and intermediaries – should be prepared now, not improvised later. Israel may not be first in line for formal engagement, but it must be positioned to prevent miscalculations during a volatile transition. At the same time, optimism must not weaken red lines. Transitional periods are when oversight collapses, records disappear, and dangerous materials move. Instability is not a peace dividend; it is a proliferation risk. The Islamic Republic conditioned Israelis to see Iran as a permanent enemy. The Shah era teaches a more complicated lesson: Iranian ruling ideologies can change faster than geography, and interests realign. But the moment of transition – when old restraints vanish, and new rules are unwritten – is when danger peaks. If the mullahs fall, Israel should hope for a better Iran. But hope is not a strategy: Preparation is. Because the day after Tehran will not automatically be the day of peace. It will be the day Israel must prove that it has understood history – and learned from it. The writer is an attorney and the father of Alisa Flatow, who was murdered in an Iranian-sponsored Palestinian terrorist attack in 1995. He is author of A Father’s Story: My Fight for Justice Against Iranian Terror and is president of the Religious Zionists of America-Mizrachi. An oleh chadash (new immigrant), he lives in Jerusalem. Copyright ©2026 Jpost Inc. All rights reserved • •"
5,Israel’s delicate role in Iran’s moment of fragility - opinion,,"For the first time in decades, Iran’s ruling system looks genuinely brittle. Protests are spreading across multiple provinces, the economy is collapsing under inflation and mismanagement, and the regime’s aura of invincibility has been badly damaged by its recent 12-day confrontation with Israel. History does not offer many moments like this. Israel should recognize it for what it is – and prepare to act with discipline, patience, and restraint. Israel’s interest in political change in Tehran is neither ideological nor abstract. For more than four decades, Iran’s regime has defined hostility toward Israel as a core pillar of its identity. It has armed and funded Hezbollah, Hamas, and other proxies; targeted Israeli and Jewish interests worldwide; pursued long-range missile capabilities; and advanced a nuclear program whose ultimate intent remains deeply troubling. Even after Israel’s recent military success, the Islamic Republic retains the capacity to threaten Israel through missiles, proxies, and escalation across multiple fronts. A weaker, isolated regime is not the same as a benign one. Yet Israel cannot topple Iran’s rulers: Only Iranians can do that. Nor should Israel try to place itself at the center of Iran’s internal struggle. Overt Israeli involvement would almost certainly backfire, allowing the regime to discredit protesters as foreign agents and fracture fragile domestic coalitions. The first rule for Israel, therefore, is strategic humility: avoid public gestures, avoid high-profile meetings with opposition figures, and avoid anything that places Israel’s fingerprints on a movement that must remain authentically Iranian. Still, discretion does not mean passivity. Quietly and indirectly, Israel can do a great deal. Inside Iran, opposition energy is real but fragmented. Protesters chant against the Islamic Republic, and increasingly, some invoke the name of the former shah’s son, Reza Pahlavi, as a symbol of national unity and continuity. Pahlavi has spent years trying to position himself as a unifying figure rather than a claimant to personal power. Among the divided exile landscape, he remains the only figure with a plausible chance of bridging monarchists, republicans, secular activists, reform-minded clerics, and disaffected elites. That does not mean he commands a movement – but it does mean he represents a potential focal point in a fractured opposition ecosystem. Israel should understand that a political transition in Iran will hinge less on street protests alone than on elite recalculation. Regimes fall when insiders defect, stand aside, or refuse to repress. Here, Israel’s intelligence capabilities are a strategic asset. Israel likely has among the best insights into fissures within Iran’s security services, business elite, clerical establishment, and technocratic class. Sharing carefully vetted intelligence with trusted partners – particularly the United States and select opposition interlocutors – could help map fault lines, identify potential swing actors, and avoid missteps that unify the regime when it is otherwise vulnerable. Information and communication are another decisive arena. The Iranian state’s first response to unrest is repression and blackout. Helping Iranians stay connected – to each other and to the outside world – strengthens civil society without dictating its actions. Support for resilient communications, independent media, and secure information flows can blunt the regime’s most effective tools: isolation, fear, and disinformation. This is not about propaganda; it is about preserving space for Iranians to see, hear, and coordinate for themselves. Israel can also contribute in the digital domain in ways that stop short of overt escalation. Cyber capabilities that disrupt censorship, expose corruption, or temporarily degrade the regime’s ability to surveil and intimidate its population weaken repression without dictating outcomes. Used judiciously and quietly, such tools can raise the cost of brutality while lowering the barriers to collective action. While transferring weapons to opposition forces within the country may be a bridge too far for some, given the regime’s history of repression, it is the only way to help the population defend itself against the inevitable crackdown. Putting up forced resistance can also help change the momentum of events. Parts of the government, such as the military, may be much more reluctant to act in the face of an armed opposition. And the more the regime seems enfeebled, the more likely it will suffer defections. None of this will matter, however, without American engagement. Israel should press Washington – privately and persistently – to move beyond rhetoric. Statements warning Tehran against violence are welcome, but insufficient. The United States retains unmatched diplomatic, financial, and informational leverage. Coordinated transatlantic pressure, targeted sanctions against repressors, and visible political support for Iranian civil society – timed carefully and delivered with discipline – could significantly alter elite calculations inside Iran. The objective should not be chaos or collapse: It should be a choice, where the political environment will emerge in which enough Iranians, including those within the system, conclude that the costs of maintaining the status quo outweigh the risks of change. That requires patience, coordination, and a clear understanding of limits. While Israel cannot manufacture an Iranian revolution, it can help shape the conditions under which one becomes possible. Moments of regime weakness rarely last. Tehran will adapt, repress, and try to restore fear. Israel should neither exaggerate the moment nor waste it. Acting quietly, in concert with allies, and with a clear-eyed understanding of Iranian society, Israel can advance its core security interests while respecting a fundamental truth: that Iran’s future belongs to Iranians – but others can help determine whether that future ever gets a chance. The writer is a leading expert on fragile states and political transitions. He is senior adviser to the Institute for Integrated Transitions and a lecturer at Johns Hopkins University. Copyright ©2026 Jpost Inc. All rights reserved • •"
6,Will the Mossad have to operate in the West again? - opinion,,"The Mossad defines its mission with crystal clarity as “to gather intelligence, thwart threats, and guarantee the security of the State of Israel and the Jewish people worldwide.” For most Western readers, that mandate sounds like something meant for Tehran, Beirut, or Gaza. Yet today the unthinkable question arises once again in the center of Western life: What happens when Jews are no longer safe in the very societies that proclaim themselves the guardians of human rights? The list of recent antisemitic events is long: Holocaust survivors burned alive while pleading for the release of innocent hostages. Young couples murdered days before their engagement. Jews stabbed during holiday celebrations, executed in their homes, hunted in synagogues, and targeted at beaches and community events. Meanwhile, killers and their supporters shout genocidal slogans that Western elites excuse as “political expression.” What distinguishes this moment in history is not merely the persistence of antisemitism, but its normalization – its transformation from social taboo into moral fashion, public stance, and even foreign policy. Beyond the incidents perpetrated by individuals and groups linked to terrorism, we are also witnessing an entire leadership structure in the West that actively works to grant amnesty to the perpetrators of antisemitic crimes. Antisemitism today does not thrive in spite of institutions, but through them. Courts excuse explicit calls for violence. Politicians relativize murder as “context.” Ministers mock Jewish children kicked off a plane. Media figures flirt openly with genocidal language while wrapping themselves in the vocabulary of justice. The message is that Jewish safety is conditional and expendable. We see police and security forces misleading the public into blaming Jews, refusing to protect them in the face of clear security risks, and providing alibis for criminals who openly confess their intention to intercept and harm this minority. We see authorities across Europe willing to discriminate against, cancel, and ostracize Jews from institutional, academic, and sporting life. The social contract collapses the moment the state decides that one group of citizens is too controversial to defend; when law enforcement calculates repercussions before protection. This is how it metastasizes. First comes the lie: Jews provoke hatred. Then the policy: Jews must be restricted “for their own safety.” Finally, the purge: Jews are removed from public life to preserve social harmony. Europe knows this sequence far too well. Since the October 7 attack, the West, and especially Europe, has been experiencing a pornographic display of antisemitism unheard of since the buildup to World War II. Obscene, excessive, and performative, the hatred is no longer whispered; it is flaunted. Universities host rallies that flirt openly with genocidal chants. City centers echo with slogans that would have been unthinkable a decade ago. Exhibitionism replaces ethical responsibility, and inverted moral outrage becomes a substitute for thought. The West is pushing the most persecuted minority in history to the point of communal exhaustion. Communities are permanently on guard. Jews are beginning to ask the questions that once belonged to another century: “Should we hide?”; “Should we leave?”; “Can we trust the authorities who are supposed to protect and represent us?” People from all parts of the globe are free to wander the streets of any European capital, speak their native language, and express their most twisted justifications for the tyrannical regimes from which they come, without any fear for their physical safety, much less death. Jews, on the other hand, are beginning to have their freedoms curtailed. This asymmetry exposes the lie at the heart of Western moral performance. Multicultural tolerance collapses when confronted with Jews. All identities are protected except the one that history has taught us is the most vulnerable. Solidarity is everywhere, except when it involves the Jews or Israel. The International Holocaust Remembrance Alliance (IHRA) identified the double standard as the cornerstone of antisemitism. Never has that definition been more painfully accurate. When non-Jews die, the world marches. When Jews die, it depends on the context. Jews are blamed for the ideologies that victimize them. Israel, in this landscape, is not the cause of antisemitism but its mirror. The existence of the sovereign Jewish state exposes the fantasies of those who prefer Jews powerless, apologetic, and defenseless. It does not exist because of the Holocaust; the Holocaust happened because there was nowhere to go. Israel stands as a historical lesson in Jewish refusal to wait another 2,000 years for permission to survive. So, the question is no longer theoretical: If Western states cannot – or will not – protect their Jewish citizens, who will? The Mossad was born not simply to operate where security collapses or states abdicate their duties but also to carry the sovereign obligation of safeguarding the minority it has sworn to protect – a minority that history has taught cannot outsource its survival. The West can still confront antisemitism as the civilizational disease it has always been, or continue sacrificing Jews on the altar of moral cowardice. But history is unforgiving to those who mistake appeasement for virtue. If Western states cannot, or will not, protect their Jewish citizens, who will? With forces and groups in the West that do not hide their intentions – and states that even share their belligerence against Jews – if the Mossad ever has to operate again in the West, it will be because Europe has abandoned the Jews – once again. The writer is a fellow postdoctoral researcher at the University of Valencia, University of Zaragoza, and Oxford University, specializing in communication and politics with a focus on contemporary antisemitism. He has provided briefings on antisemitism to Spain’s Justice Ministry and the European Commission against Racism and Intolerance.  www.juliolevitkoldorf.com Copyright ©2026 Jpost Inc. All rights reserved • •"
