entity,Centrality_Pivot,Hub_Score,Authority_Score,Sentiment_Agency,Label
eu,1.7716412418275445e-05,-5.252679538960259e-19,0.6666666666666666,0.34928232431411743,WEST_ACTORS
usa,0.004863158813919457,0.12499999999999997,-1.4007145437227359e-18,0.0,WEST_ACTORS
putin,4.292284896637082e-08,0.24999999999999997,1.0586564156847238e-16,-0.23285488287607828,RU_POLITICAL
ukraine,2.6029623387732513e-11,0.6249999999999999,-0.0,0.06582130988438924,UKR_POLITICAL
russia,0.9999881746163188,-0.0,0.3333333333333333,-0.4480142891407013,RU_POLITICAL
zelensky,2.6029623387732513e-11,7.939923117635427e-17,-0.0,0.0,UKR_POLITICAL
