entity,Centrality_Pivot,Hub_Score,Authority_Score,Sentiment_Agency,Label
hamas,0.17491470372182422,0.0926087292229407,0.06162095963652149,-0.1740421772003174,PAL_ORG
gaza,0.2871551829099767,-0.0,0.08057689150238398,0.0,PAL_RESISTANCE
pa,0.4708048414784427,0.11333212265364391,0.24928044103514552,0.12855405112107596,PAL_POLITICAL
idf,4.5863512414296105e-21,0.012884884853455583,-0.0,0.0,ISR_MILITARY
israel,0.4508063501691917,0.6437526964122264,0.03123150241070659,0.006046123802661896,ISR_POLITICAL
un,0.555475887580502,0.06759465310834582,0.2984625767732351,0.03235929662531072,INTL_ACTORS
usa,0.39180316685050975,0.01997666104309665,0.27882762864200716,-0.05711781316333347,INTL_ACTORS
netanyahu,4.5863512414296105e-21,0.049850252706290885,-0.0,-0.21981221437454224,ISR_POLITICAL
