entity,Centrality_Pivot,Hub_Score,Authority_Score,Sentiment_Agency,Label
eu,0.30621598111269577,0.08525385999662217,0.14943909548913126,0.3455751478672028,WEST_ACTORS
russia,0.6245551600811551,0.16944087198388813,0.22240848997726012,0.052365311167456886,RU_POLITICAL
ukraine,0.6290875297854259,0.08972155242563863,0.36080181959895413,0.1475807184522802,UKR_POLITICAL
kiev,0.09068542976693712,0.052669800042337345,0.020010475829144517,-0.5145619511604309,UKR_POLITICAL
putin,0.04457629392278016,0.21114181607976248,0.05563997766777315,-0.17270269177176736,RU_POLITICAL
zelensky,0.15349906998174478,0.23556876942077684,0.10384872511641678,-0.044619711006388944,UKR_POLITICAL
usa,0.2943444362621758,0.15620333005097442,0.08785141632132012,-0.2809702754020691,WEST_ACTORS
